Tow,Date,Time,Month,Year,SamplingPeriod,Location,Habitat,Basin,Basin2,Latitude,Longitude,Preservative,Start Depth,End Depth,Average Depth,Tow Time,Fish Start,Fish End,Difference,Rotor Constant,Distance (m) (Difference x RC),Fish Diameter(m),Fish Dia Squared,pi,Fish Volume2,Water Temperature (oC),Temp Corrected,Source for Temp correction,EC,Salinity,EstSalinity,NTU,Secchi (cm),Warp Length (ft),Wire Angle (degrees),longfin_smelt,LFden,Pacific_herring,PHden,delta_smelt,American shad,arrow_goby,bay_pipefish,bigscale_logperch,bluegill,cheekspot_goby,Chinook_salmon,common_carp,fish_eggs,gobies,golden_shiner,inland_silverside,inland_silverside_eggs,jacksmelt,larval_postlarval_fish,longjaw_mudsucker,minnows_and_carps,No_eggs,no_fish,northern_anchovy,Pacific_staghorn_sculpin,prickly_sculpin,rainwater_killifish,Sample_Voided,shimofuri_goby,smelts,splittail,striped_bass,striped bass eggs,sunfishes,threadfin_shad,threespine_stickleback,tule_perch,wakasagi_smelt,white_croaker,yellowfin_goby,Mysid,Mysid Den,Comments,,,,,,,
31,1/26/2017,1:39:00 PM,1,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.090113,-122.403647,Formadahyde,5.7,6.1,5.9,10,249074,265514,16440,26873,441.79,0.75,0.5625,3.14,195.0790281,8.35,8.35,Regression,3973,2.09,2.3,43,,na,na,4,20.50451061,282,1445.567997,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,15,0,,0,0,0,0,,0,,0,,0,0,20,2,102.522553,,,,,,,,
22,1/25/2016,1:21:00 PM,1,2016,1,ROE Island,Tidal Marsh,SB,SB,38.07364,-122.0379,,7.7,,7.7,10,578902,595343,16441,26873,441.82,0.75,0.5625,3.14,195.0908942,6.62,,,,0.511,0,,,,,2,10.25163172,2,21.0016484,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
212,4/3/2017,1:25:00 PM,4,2017,2,Channel,Channel Surface,SB,SB,38.055318,-121.972415,Formadahyde,41.3,40.8,41.1,10,964873,981317,16444,26873,441.90,0.75,0.5625,3.14,195.1264926,14.6,14.6,Regression,144.9,0.07,0.1,18.1,37,,,0,0,0,0,0,,0,,3,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,40,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
222,4/4/2017,12:24:00 PM,4,2017,2,Grizzly Bay,Shoal,SB,SB,38.116982,-122.02482,Formadahyde,6.9,,6.9,10,171628,188094,16466,26873,442.49,0.75,0.5625,3.14,195.3875472,15.66,15.66,Regression,153.4,0.07,0.1,14.2,41,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,12,0,,0,0,1,0,,0,,0,,1,0,0,2,102.3606688,,,,,,,,
6,1/12/2016,3:39:00 PM,1,2016,1,Ryer,Tidal Marsh,SB,SB,38.082218,-122.01185,,5.7,5.2,5.45,10,386738,403228,16490,26873,443.14,0.75,0.5625,3.14,195.6723341,4.92,,,14136,9.188,9.2,,,,,2,10.22116902,614,6428.347309,0,0,,,0,,,,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
162,3/10/2017,9:54:00 AM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.035242,-122.28554,Formadahyde,12.2,11.9,12.1,10,783942,800438,16496,26873,443.30,0.75,0.5625,3.14,195.7435308,12.28,12.28,Regression,10091,,6.4,77.9,21,na,na,14,71.52215933,108,551.7423721,0,,1,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,14,0,,0,0,0,0,,0,,0,,0,0,165,168,8582.659121,,,,,,,,
203,4/3/2017,9:31:00 AM,4,2017,2,Chipps Island Channel,Tidal Marsh,SB,SB,38.05095,-121.900295,Formadahyde,13.2,11.6,12.4,10,824795,841301,16506,26873,443.57,0.75,0.5625,3.14,195.862192,14.12,14.12,Regression,156,0.07,0.1,14.7,40,,,0,0,0,0,0,,0,,2,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,167,0,,0,0,0,0,,2,,0,,0,0,0,0,0,,,,,,,,
187,3/22/2017,12:26:00 PM,3,2017,1,Grizzly Bay,Shoal,SB,SB,38.117075,-122.005262,Formadahyde,7.5,7.2,7.4,10,347629,364157,16528,26873,444.16,0.75,0.5625,3.14,196.1232467,16.46,16.46,Regression,533,,0.3,61.1,27,,,0,0,0,0,0,,0,,5,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,126,0,,0,0,1,0,,0,,0,,0,0,0,6,305.9300772,,,,,,,,
,3/13/2017,10:49:00 AM,3,2017,1,Don Edwards SanÿFrancisco Bay NWR,Shoal,South Bay,South Bay,37.474862,-122.085833,,5.2,4.2,4.7,10,946453,963039,16586,26873,445.72,0.75,0.5625,3.14,196.8114817,15.98,,,12128,7.684665152,7.684665152,42.4,24,,,5,25.40502188,114,,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,349,,,,,,,,,,
149,3/8/2017,9:26:00 AM,3,2017,1,Hamilton,Tidal Marsh,SBP,San Pablo Bay,38.054582,-122.49185,Formadahyde,5.6,11.9,8.8,10,910688,927284,16596,26873,445.98,0.75,0.5625,3.14,196.9301429,12.26,12.26,Regression,2562,,1.5,106,25,na,na,111,563.65165,395,2005.787404,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,48,0,,0,0,0,0,,0,,0,,0,0,74,5,253.8971397,,,,,,,,
103,2/23/2017,12:50:00 PM,2,2017,1,Petaluma River,Channel Surface,SBP,San Pablo Bay,38.154488,-122.539507,Formadahyde,41.2,44,42.6,10,149275,165876,16601,26873,446.12,0.75,0.5625,3.14,196.9894735,11.67,11.67,Regression,934,0.46,0.5,136,10.5,na,na,0,0,12,60.91696062,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,69,0,,0,0,0,0,,0,,5,,0,0,111,13,659.9337401,,,,,,,,
102,2/23/2017,12:07:00 PM,2,2017,1,Sonoma Baylands,Tidal Marsh,SBP,San Pablo Bay,38.108435,-122.483583,Formadahyde,12.1,12,12.1,10,132662,149275,16613,26873,446.44,0.75,0.5625,3.14,197.131867,11.67,11.67,Regression,1339,0.67,0.7,209.9,9.5,na,na,2,10.14549312,70,355.0922591,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,21,0,,0,0,0,0,,0,,0,,0,0,36,21,1065.276777,,,,,,,,
,3/13/2017,1:27:00 PM,3,2017,1,Don Edwards SanÿFrancisco Bay NWR,Shoal,South Bay,South Bay,37.4895,-122.074948,,5.2,5.5,5.35,10,35460,52095,16635,26873,447.03,0.75,0.5625,3.14,197.3929216,15.45,,,15847,10.22818223,10.22818223,44.8,27,,,1,5.066037787,15,,0,0,29,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,115,,,,,,,,,,
197,3/23/2017,12:29:00 PM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.008998,-122.35318,Formadahyde,8.8,9.1,9,10,566723,583359,16636,26873,447.06,0.75,0.5625,3.14,197.4047878,15.13,15.13,Regression,8334,,5.2,21.8,36,,,0,0,3,15.19719979,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,2,0,6,0,,0,0,0,0,,0,,0,,0,0,0,0,0,fish preserved in small jar,,,,,,,
209,4/3/2017,12:20:00 PM,4,2017,2,honker Bay ,Shoal,SB,SB,38.070622,-121.941075,Formadahyde,6.5,8.5,7.5,10,920675,937338,16663,26873,447.79,0.75,0.5625,3.14,197.725173,14.9,14.9,Regression,149,0.07,0.1,19.5,41,,,0,0,0,0,0,,0,,2,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,32,0,,0,0,4,0,,0,,0,,0,0,0,1,50.57524972,,,,,,,,
181,3/22/2017,9:15:00 AM,3,2017,1,No Name Shoal,Shoal,SB,SB,38.038475,-122.105787,Formadahyde,6.3,6.4,6.4,10,234432,251096,16664,26873,447.81,0.75,0.5625,3.14,197.7370392,14.45,14.45,Regression,403,,0.2,13.2,53,,,3,15.17166441,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,30,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
101,2/25/2016,1:46:00 PM,2,2016,1,Chipps,Shoal,SB,SB,38.055523,-121.9335,,10.3,9.2,9.75,10,746709,763401,16692,26873,448.56,0.75,0.5625,3.14,198.0692905,10.17,,,1512,0.76,0.8,34.5,,,,3,15.1462147,3,31.0287654,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,,0,0,0,0,0,0,1,0,0,2,,,,,,,,,,,
99,2/25/2016,12:47:00 PM,2,2016,1,Honker Bay,Shoal,SB,SB,38.071695,-121.93493,,5.6,5.9,5.75,10,714179,730881,16702,26873,448.83,0.75,0.5625,3.14,198.1879517,11.18,,,1942,0.95,1.1,32,,,,0,0,2,20.67345835,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
243,4/5/2017,11:14:00 AM,4,2017,2,Gallinas Creek,Tidal Marsh,SBP,San Pablo Bay,38.018382,-122.519183,Formadahyde,7.4,6.4,6.9,10,357569,374283,16714,26873,449.16,0.75,0.5625,3.14,198.3303452,19.1,19.1,Regression,9465,5.33,5.9,33.21,20,,,0,0,331,1668.932708,0,,66,,0,0,1,0,0,,9,0,0,,0,0,38,,,0,1,0,5,0,,0,0,0,0,,0,,0,,0,0,5,239,12050.60173,,,,,,,,
,3/13/2017,9:30:00 AM,3,2017,1,Redwook Creek,Shoal,South Bay,South Bay,37.523807,-122.168738,,8.7,9.8,9.25,10,899807,916535,16728,26873,449.53,0.75,0.5625,3.14,198.4964709,15.24,,,15162,9.753458732,9.753458732,15,43,,,0,0,12,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
159,3/9/2017,3:12:00 PM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.069542,-122.403862,Formadahyde,5.3,5.6,5.5,10,732563,749294,16731,26873,449.61,0.75,0.5625,3.14,198.5320693,13.52,13.52,Regression,3789,,2.2,54.3,23,na,na,36,181.3309061,24,120.8872707,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,23,0,,0,0,0,0,,0,,0,,0,0,8,16,805.9151379,,,,,,,,
195,3/23/2017,11:38:00 AM,3,2017,1,Channel,Channel Surface,SBP,San Pablo Bay,38.018048,-122.403503,Formadahyde,40.7,40.1,40.4,10,534140,550880,16740,26873,449.85,0.75,0.5625,3.14,198.6388643,15.34,15.34,Regression,7942,,4.9,11.8,58,,,0,0,2,10.06852313,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,1,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
236,4/5/2017,7:39:00 AM,4,2017,2,Channel,Channel Bottom,SBP,San Pablo Bay,38.016732,-122.451752,Formadahyde,46.8,52,49.4,10,234246,251014,16768,26873,450.61,0.75,0.5625,3.14,198.9711157,14.54,14.54,Regression,17079,10.44,11.2,9.05,,90,20,4,20.10342047,6,30.1551307,0,,1,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,3,0,0,0,,0,0,0,0,,0,,0,,0,0,12,12032,604710.8877,,,,,,,,
182,3/22/2017,9:58:00 AM,3,2017,1,Channel,Channel Surface,SB,SB,38.040998,-122.105267,Formadahyde,42.1,55,48.6,10,261108,277905,16797,26873,451.39,0.75,0.5625,3.14,199.3152332,14.49,14.49,Regression,318,,0.2,13.2,51,,,6,30.1030679,0,0,1,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,12,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
171,3/21/2017,9:55:00 AM,3,2017,1,Browns shoal,Shoal,SB,SB,38.05046,-121.859342,Formadahyde,8.5,8.6,8.6,10,68345,85166,16821,26873,452.03,0.75,0.5625,3.14,199.6000201,14,14,Regression,172,,0.1,16.3,57,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,23,0,,0,0,2,0,,0,,0,,0,0,0,0,0,,,,,,,,
163,3/10/2017,10:41:00 AM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.005198,-122.340532,Formadahyde,9.3,9.7,9.5,10,801347,818253,16906,26873,454.32,0.75,0.5625,3.14,200.6086404,12.55,12.55,Regression,11470,,7.3,22.3,42,na,na,0,0,97,483.528525,0,,1,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,1,0,17,0,,0,0,2,0,,0,,0,,0,0,3,22,1096.662634,,,,,,,,
134,3/6/2017,2:08:00 PM,3,2017,1,Channel,Channel Bottom,SB,SB,38.088632,-122.008382,Formadahyde,35.2,33.6,34.4,10,627242,644175,16933,26873,455.04,0.75,0.5625,3.14,200.9290257,10.3,10.3,SLS 418,196,0.09,0.1,53,24,60,15,1,4.976881745,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,9,0,,0,0,1,0,,0,,0,,0,0,0,1,49.76881745,; 2 8lb weights,,,,,,,
84,2/22/2016,1:57:00 PM,2,2016,1,Grizzly,Shoal ,SB,SB,38.107985,-122.066229,,4.4,4.5,4.45,10,492330,509268,16938,26873,455.18,0.75,0.5625,3.14,200.9883563,10.1,,,6728,3.7,4.1,74.4,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
121,3/6/2017,8:17:00 AM,3,2017,1,Mallard Slough,Tidal Marsh,SB,SB,38.039325,-121.957782,Formadahyde,5.1,5.6,5.4,10,435805,452757,16952,26873,455.55,0.75,0.5625,3.14,201.154482,11.3,11.3,SLS 508,205,0.1,0.1,28.5,27,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,28,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
216,4/4/2017,8:33:00 AM,4,2017,2,Channel,Channel Surface,SB,SB,38.058668,-122.038283,Formadahyde,41.1,40.2,40.7,10,26140,43096,16956,26873,455.66,0.75,0.5625,3.14,201.2019465,14.6,14.6,Regression,147.3,0.07,0.1,12.5,55,,,0,0,0,0,0,,0,,2,0,0,0,0,,0,1,0,,0,0,0,,,0,0,0,116,0,,0,0,0,0,,2,,0,,0,0,0,0,0,,,,,,,,
237,4/5/2017,8:07:00 AM,4,2017,2,SanPablo OW,Shoal,SBP,San Pablo Bay,38.007852,-122.355892,Formadahyde,5.9,5,5.5,10,251014,267982,16968,26873,455.98,0.75,0.5625,3.14,201.3443399,16.38,16.38,Regression,8782,4.93,5.5,46.48,21,,,30,148.998477,374,1857.514347,0,,22,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,35,0,,0,0,1,0,,0,,2,,0,0,32,799,39683.26104,,,,,,,,
186,3/22/2017,12:02:00 PM,3,2017,1,Grizzly Bay,Shoal,SB,SB,38.122163,-122.054483,Formadahyde,8,11.2,9.6,10,330645,347629,16984,26873,456.41,0.75,0.5625,3.14,201.5341979,15.98,15.98,Regression,785,,0.4,30.5,40,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,85,0,,0,0,0,0,,0,,0,,0,0,0,25,1240.484258,,,,,,,,
223,4/4/2017,1:01:00 PM,4,2017,2,Channel,Channel Surface,SB,SB,38.05229,-122.108915,Formadahyde,37.6,37.5,37.6,10,188094,205094,17000,26873,456.84,0.75,0.5625,3.14,201.7240558,15.3,15.3,Regression,206.4,0.1,0.1,20.4,35,,,2,9.914533952,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,46,0,,0,0,2,0,,0,,0,,0,0,0,1,49.57266976,,,,,,,,
34,1/26/2016,3:32:00 PM,1,2016,1,Grid 30,Shoal,SB,SB,38.02339,-121.80658,,9.8,8.9,9.35,10,772720,789722,17002,26873,456.90,0.75,0.5625,3.14,201.747788,6.58,,,,0.21,0,,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
190,3/23/2017,7:26:00 AM,3,2017,1,Glen Cove,Shoal,WSB,SB,38.059097,-122.205033,Formadahyde,6.5,9,7.8,10,407707,424732,17025,26873,457.51,0.75,0.5625,3.14,202.0207088,14.23,14.23,Regression,2732,,1.6,22.1,39,,,1,4.949987582,21,103.9497392,0,,0,,2,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,118,0,,0,0,0,0,,0,,0,,0,0,1,2,98.99975165,Glen Cove; fish net may have been caught; maybe not a straight tow; may have tou,,,,,,,
164,3/10/2017,11:15:00 AM,3,2017,1,Channel,Channel Surface,SBP,San Pablo Bay,38.019818,-122.383643,Formadahyde,40.5,41.6,41.1,10,818253,835284,17031,26873,457.67,0.75,0.5625,3.14,202.0919055,12.29,12.29,Regression,8049,,5,15.5,45,na,na,0,0,167,826.3566994,0,,1,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,5,0,,0,0,0,0,,0,,0,,0,0,3,0,0,,,,,,,,
154,3/9/2017,10:28:00 AM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.091703,-122.336228,Formadahyde,8.6,8.5,8.6,10,615738,632774,17036,26873,457.81,0.75,0.5625,3.14,202.1512361,12.39,12.39,Regression,2886,,1.7,41.3,30,na,na,48,237.445988,20,98.93582837,0,,1,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,22,0,,0,0,0,0,,0,,0,,0,0,32,7,346.2753993,,,,,,,,
161,3/10/2017,9:22:00 AM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.088087,-122.341707,Formadahyde,9.4,10.1,9.8,10,766905,783942,17037,26873,457.84,0.75,0.5625,3.14,202.1631023,12.73,12.73,Regression,5757,,3.5,40.3,28,na,na,13,64.3045138,39,192.9135414,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,28,0,,0,0,0,0,,0,,0,,0,0,61,5,247.325053,,,,,,,,
201,4/3/2017,8:49:00 AM,4,2017,2,Mallard shoal,Shoal,SB,SB,38.050205,-121.95219,Formadahyde,6.6,6.9,6.8,10,790538,807588,17050,26873,458.19,0.75,0.5625,3.14,202.3173618,14.2,14.2,Regression,144.8,,0.1,12.6,48,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,42,0,,0,0,0,0,,1,,0,,0,0,0,0,0,Started new net with 75 cm diameter,,,,,,,
,3/13/2017,11:51:00 AM,3,2017,1,Coyote Creek,Shoal,South Bay,South Bay,37.457292,-122.051267,,12.3,5.4,8.85,10,982143,999207,17064,26873,458.56,0.75,0.5625,3.14,202.4834875,16.08,,,12235,7.756685675,7.756685675,135.1,16,,,5,24.6933716,286,,0,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,1584,,,,,,,,,,
215,4/4/2017,8:09:00 AM,4,2017,2,No Name Shoal,Shoal,SB,SB,38.038722,-122.10538,Formadahyde,5.9,5.1,5.5,10,9065,26140,17075,26873,458.86,0.75,0.5625,3.14,202.6140149,14.64,14.64,Regression,575,0.29,0.3,16.4,,,,3,14.80647823,0,0,0,,0,,2,0,0,0,1,,0,0,0,,0,0,0,,,0,0,0,146,0,,0,0,3,0,,0,,0,,0,0,0,2,98.70985484,,,,,,,,
221,4/4/2017,11:41:00 AM,4,2017,2,Grizzly Bay,Shoal,SB,SB,38.109187,-121.992218,Formadahyde,6.5,6,6.3,10,137205,154285,17080,26873,458.99,0.75,0.5625,3.14,202.6733455,15.3,15.3,Regression,156.6,0.07,0.1,21.1,38,,,0,0,0,0,0,,0,,2,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,90,0,,0,0,1,0,,2,,1,,0,0,0,0,0,,,,,,,,
19,1/25/2017,12:30:00 PM,1,2017,1,SanPablo OW,Channel Surface,SBP,San Pablo Bay,37.986777,-122.438532,Formadahyde,62,22.6,42.3,10,104336,121451,17115,26873,459.93,0.75,0.5625,3.14,203.0886597,8.35,8.35,Regression,2395,1.42,1.4,44.8,12,na,na,7,34.46770495,805,3963.786069,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,5,0,,0,0,0,0,,0,,0,,0,0,1,0,0,shallow tow,,,,,,,
122,3/6/2017,8:44:00 AM,3,2017,1,Honker Bay ,Shoal,SB,SB,38.072185,-121.9261,Formadahyde,8.3,8.9,8.6,10,452757,469892,17135,26873,460.47,0.75,0.5625,3.14,203.3259821,10.6,10.6,SLS 519,205,0.1,0.1,44.5,18,na,na,1,4.918210598,0,0,0,,0,,1,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,66,0,,0,0,1,0,,0,,0,,0,0,0,0,0,,,,,,,,
80,2/22/2016,11:43:00 AM,2,2016,1,Ryer,Tidal Marsh,SB,SB,38.082582,-122.01791,,6.7,8.5,7.6,10,428895,446064,17169,26873,461.38,0.75,0.5625,3.14,203.7294302,8.69,,,5914,3.22,3.6,58.2,,,,9,44.176239,140,1407.77955,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,,0,0,0,0,0,0,2,0,0,2,,,,,,,,,,,
131,3/6/2017,12:57:00 PM,3,2017,1,Chipps Island ,Channel Bottom,SB,SB,38.051238,-121.934177,Formadahyde,40.9,29.8,35.4,10,579185,596354,17169,26873,461.38,0.75,0.5625,3.14,203.7294302,11.3,11.3,SLS 508,223,0.11,0.1,70.2,16,60,15,1,4.908471,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,52,0,,0,0,3,0,,0,,0,,0,0,0,3,147.25413,2 8lb weights; hit bottom,,,,,,,
178,3/21/2017,1:13:00 PM,3,2017,1,Channel,Channel Surface,SB,SB,38.053737,-121.9571,Formadahyde,45.2,39.3,42.3,10,176801,193999,17198,26873,462.16,0.75,0.5625,3.14,204.0735477,14.51,14.51,Regression,178,,0.1,17.3,42,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,24,0,,0,0,1,0,,0,,0,,0,0,0,0,0,,,,,,,,
88,2/23/2016,11:19:00 AM,2,2016,1,Sonoma Creek,Tidal Marsh,SBP,San Pablo Bay,38.167059,-122.41539,,10.9,8.5,9.7,10,543421,560621,17200,26873,462.22,0.75,0.5625,3.14,204.09728,7.61,,,18049,10.61,11.9,438.2,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
202,4/3/2017,8:59:00 AM,4,2017,2,Mallard Slough,Tidal Marsh,SB,SB,38.039957,-121.941198,Formadahyde,11.2,10.4,10.8,10,807588,824795,17207,26873,462.40,0.75,0.5625,3.14,204.1803428,14.36,14.36,Regression,147.8,0.07,0.1,11.6,49,,,0,0,0,0,0,,0,,1,0,0,0,0,,0,0,0,,0,1,0,,,0,0,0,40,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
189,3/22/2017,1:34:00 PM,3,2017,1,Ryer Island,Tidal Marsh,SB,SB,38.08508,-122.019907,Formadahyde,8.4,7.2,7.8,10,390231,407503,17272,26873,464.15,0.75,0.5625,3.14,204.9516407,15.51,15.51,Regression,307,,0.2,21.1,38,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,72,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
91,2/23/2016,1:19:00 PM,2,2016,1,Petaluma,Tidal Marsh,SBP,San Pablo Bay,38.139126,-122.53607,,7.2,7.3,7.25,10,593318,610604,17286,26873,464.53,0.75,0.5625,3.14,205.1177664,8.45,,,25641,15.6,17.5,91.6,,,,0,0,181,1807.738815,0,0,,,0,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,164,,,,,,,,,,,
92,2/23/2016,2:15:00 PM,2,2016,1,Hamilton,Tidal Marsh,SBP,San Pablo Bay,38.056276,-122.50067,,3.5,3.3,3.4,10,610604,627912,17308,26873,465.12,0.75,0.5625,3.14,205.378821,9.74,,,30843,19.11,21.5,5,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
89,2/23/2016,12:03:00 PM,2,2016,1,San pablo,Shoal,SBP,San Pablo Bay,38.120741,-122.41828,,4.8,4.7,4.75,10,560621,577938,17317,26873,465.36,0.75,0.5625,3.14,205.4856161,9.39,,,28530,17.53,19.7,10.4,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
51,2/8/2017,9:17:00 AM,2,2017,1,SanPablo OW,Channel Surface,SBP,San Pablo Bay,38.037987,-122.32478,Formadahyde,37,,37,10,444866,462228,17362,26873,466.57,0.75,0.5625,3.14,206.0195916,10.75,10.75,Regression,1395,0.7,0.8,42.5,28,na,na,11,53.39298033,1556,7552.679762,0,,0,,0,0,0,0,0,,2,0,0,,0,0,0,,,0,0,0,7,0,,0,0,0,0,,0,,0,,0,0,2,1,48.53907302,,,,,,,,
38,1/27/2016,11:43:00 AM,1,2016,1,San Pablo,Shoal,SBP,San Pablo Bay,38.069884,-122.30401,,7.1,7,7.05,10,830236,847625,17389,26873,467.30,0.75,0.5625,3.14,206.3399768,7.35,,,20118,11.97,13.4,,30.58,,,0,0,12384,122952.6668,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
199,3/23/2017,1:21:00 PM,3,2017,1,Carquinez Straight,Channel Surface,WSB,SB,38.053417,-122.303252,Formadahyde,39.3,39.6,39.5,10,600957,618357,17400,26873,467.59,0.75,0.5625,3.14,206.4705042,15.58,15.58,Regression,2432,,1.4,17,,,,1,4.843306816,32,154.9858181,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,5,0,,0,0,0,0,,0,,0,,0,0,0,1,48.43306815,cargo ship just passed through channel,,,,,,,
156,3/9/2017,12:22:00 PM,3,2017,1,Petaluma River,Tidal Marsh,SBP,San Pablo Bay,38.134977,-122.518138,Formadahyde,15.8,13,14.4,10,657118,674530,17412,26873,467.91,0.75,0.5625,3.14,206.6128976,14.58,14.58,Regression,2158,,1.2,153,13,na,na,16,77.4395025,316,1529.430174,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,42,0,,0,0,1,0,,0,,0,,0,0,82,370,17907.88495,,,,,,,,
